filename	verb	noun
move_pasta_P02_06	move	pasta
move_pasta_P22_07	move	pasta
move_pasta_P24_05	move	pasta
move_peeling_P22_07	move	peeling
move_pepper_P08_26	move	pepper
move_pepper_P20_01	move	pepper
move_pepperbell_P08_23	move	pepperbell
move_pesto_P02_03	move	pesto
move_piecelime_P30_05	move	piecelime
move_piecemeat_P20_04	move	piecemeat
move_pizza_P06_07	move	pizza
move_plate_P01_05	move	plate
move_plate_P01_09	move	plate
move_plate_P01_18	move	plate
move_plate_P06_07	move	plate
move_plate_P08_18	move	plate
move_plate_P08_24	move	plate
move_plate_P10_01	move	plate
move_plate_P22_07	move	plate
move_plate_P22_12	move	plate
move_plate_P22_13	move	plate
move_plate_P24_01	move	plate
move_plate_P24_08	move	plate
move_plate_P29_03	move	plate
move_plate_P30_03	move	plate
move_plate_P30_06	move	plate
move_plug_P02_03	move	plug
move_pot_P10_01	move	pot
move_pot_P10_04	move	pot
move_pot_P22_07	move	pot
move_pot_P22_08	move	pot
move_pot_P24_05	move	pot
move_potato_P01_05	move	potato
move_potcoffee_P08_21	move	potcoffee
move_potcoffee_P22_13	move	potcoffee
move_potmoka_P22_09	move	potmoka
move_potmoka_P22_14	move	potmoka
move_potother_P02_03	move	potother
move_potright_P10_02	move	potright
move_rackdrying_P22_05	move	rackdrying
move_remote_P22_13	move	remote
move_residuefood_P22_10	move	residuefood
move_rice_P01_18	move	rice
move_rice_P04_14	move	rice
move_roll_P22_07	move	roll
move_rollkitchen_P04_03	move	rollkitchen
move_rubbish_P30_05	move	rubbish
move_salad_P20_01	move	salad
move_salad_P24_02	move	salad
move_salt_P02_03	move	salt
move_salt_P26_02	move	salt
move_sauce_P20_04	move	sauce
move_sauce_P24_05	move	sauce
move_saucepan_P01_05	move	saucepan
move_saucepan_P01_18	move	saucepan
move_saucepan_P03_16	move	saucepan
move_saucepan_P03_19	move	saucepan
move_saucer_P22_10	move	saucer
move_saucer_P22_11	move	saucer
move_sausage_P01_05	move	sausage
move_sausage_P13_09	move	sausage
move_scale_P08_06	move	scale
move_scale_P22_07	move	scale
move_scissors_P02_03	move	scissors
move_scissors_P20_01	move	scissors
move_sheet_P22_16	move	sheet
move_silverware_P22_08	move	silverware
move_sink_P22_17	move	sink
move_skinsquash_P01_18	move	skinsquash
move_slipper_P22_17	move	slipper
move_spadefood_P10_04	move	spadefood
move_spatula_P03_04	move	spatula
move_spice_P04_13	move	spice
move_sponge_P01_18	move	sponge
move_sponge_P22_10	move	sponge
move_sponge_P25_10	move	sponge
move_spoon_P01_09	move	spoon
move_spoon_P02_09	move	spoon
move_spoon_P06_03	move	spoon
move_spoon_P22_16	move	spoon
move_spoon_P22_17	move	spoon
move_spoon_P30_11	move	spoon
move_spoonwooden_P02_03	move	spoonwooden
move_spoonwooden_P22_07	move	spoonwooden
move_sugar_P22_08	move	sugar
move_support_P22_10	move	support
move_tablecloth_P01_16	move	tablecloth
move_tap_P02_02	move	tap
move_tap_P03_09	move	tap
move_tap_P03_19	move	tap
move_tap_P03_20	move	tap
move_tap_P03_27	move	tap
move_tap_P22_07	move	tap
move_tap_P22_08	move	tap
move_tap_P22_10	move	tap
move_tap_P22_13	move	tap
move_tap_P22_15	move	tap
move_tap_P22_17	move	tap
move_tap_P24_08	move	tap
move_tap_P29_03	move	tap
move_teaspoon_P22_13	move	teaspoon
move_tin_P29_03	move	tin
move_tomato_P22_16	move	tomato
move_top_P20_03	move	top
move_towelpaper_P01_09	move	towelpaper
move_tray_P01_09	move	tray
move_tray_P01_18	move	tray
move_tray_P01_19	move	tray
move_tray_P02_03	move	tray
move_tray_P02_06	move	tray
move_tray_P06_07	move	tray
move_tupperware_P22_15	move	tupperware
move_vegetable_P28_05	move	vegetable
move_vinegar_P30_05	move	vinegar
move_water_P02_03	move	water
move_watermore_P02_03	move	watermore
move_wire_P29_03	move	wire
move_yeast_P02_09	move	yeast
open_almond_P03_05	open	almond
open_almondcanned_P03_05	open	almondcanned
open_avocado_P28_09	open	avocado
open_bag_P01_09	open	bag
open_bag_P02_01	open	bag
open_bag_P02_03	open	bag
open_bag_P02_06	open	bag
open_bag_P03_02	open	bag
open_bag_P03_03	open	bag
open_bag_P03_04	open	bag
open_bag_P04_01	open	bag
open_bag_P04_02	open	bag
open_bag_P04_10	open	bag
open_bag_P07_04	open	bag
open_bag_P07_10	open	bag
open_bag_P08_21	open	bag
open_bag_P10_04	open	bag
open_bag_P14_01	open	bag
open_bag_P20_04	open	bag
open_bag_P22_07	open	bag
open_bag_P22_16	open	bag
open_bag_P24_05	open	bag
open_bag_P24_07	open	bag
open_bag_P30_02	open	bag
open_bag_P30_05	open	bag
open_bag_P30_06	open	bag
open_bag_P31_01	open	bag
open_bag_P31_13	open	bag
open_bagcereal_P01_03	open	bagcereal
open_bagcheese_P13_08	open	bagcheese
open_bagcheese_P24_08	open	bagcheese
open_bagcoffee_P27_02	open	bagcoffee
open_bagcoffee_P30_03	open	bagcoffee
open_baggrocery_P08_03	open	baggrocery
open_bagmozzarella_P01_09	open	bagmozzarella
open_bagnew_P02_02	open	bagnew
open_bagonion_P02_03	open	bagonion
open_bagpasta_P05_03	open	bagpasta
open_bagpasta_P26_22	open	bagpasta
open_bagplastic_P08_01	open	bagplastic
open_bagplastic_P08_21	open	bagplastic
open_bagplastic_P08_23	open	bagplastic
open_bagrice_P03_14	open	bagrice
open_bagspaghetti_P13_08	open	bagspaghetti
open_bagtortilla_P08_05	open	bagtortilla
open_basket_P22_05	open	basket
open_basket_P22_07	open	basket
open_basket_P22_08	open	basket
open_basket_P22_09	open	basket
open_basket_P22_10	open	basket
open_basket_P22_12	open	basket
open_basket_P22_13	open	basket
open_basket_P22_14	open	basket
open_basket_P22_15	open	basket
open_basket_P22_17	open	basket
open_beangreen_P29_01	open	beangreen
open_bin_P01_02	open	bin
open_bin_P01_05	open	bin
open_bin_P01_06	open	bin
open_bin_P01_09	open	bin
open_bin_P01_17	open	bin
open_bin_P01_18	open	bin
open_bin_P01_19	open	bin
open_bin_P02_06	open	bin
open_bin_P03_02	open	bin
open_bin_P04_07	open	bin
open_bin_P04_14	open	bin
open_bin_P22_12	open	bin
open_bin_P27_07	open	bin
open_bin_P28_01	open	bin
open_bin_P28_03	open	bin
open_bin_P28_04	open	bin
open_bin_P30_05	open	bin
open_bin_P30_10	open	bin
open_bin_P30_11	open	bin
open_bintrash_P02_03	open	bintrash
open_bintrash_P02_04	open	bintrash
open_bintrash_P02_06	open	bintrash
open_bintrash_P02_07	open	bintrash
open_bintrash_P02_09	open	bintrash
open_blueberry_P21_04	open	blueberry
open_bottle_P01_04	open	bottle
open_bottle_P01_05	open	bottle
open_bottle_P01_09	open	bottle
open_bottle_P01_17	open	bottle
open_bottle_P01_18	open	bottle
open_bottle_P03_02	open	bottle
open_bottle_P03_09	open	bottle
open_bottle_P03_19	open	bottle
open_bottle_P03_28	open	bottle
open_bottle_P04_02	open	bottle
open_bottle_P07_09	open	bottle
open_bottle_P08_07	open	bottle
open_bottle_P12_06	open	bottle
open_bottle_P22_05	open	bottle
open_bottle_P22_10	open	bottle
open_bottle_P22_17	open	bottle
open_bottle_P24_05	open	bottle
open_bottle_P31_13	open	bottle
open_bottlemilk_P05_03	open	bottlemilk
open_bottlenesquik_P13_04	open	bottlenesquik
open_bottleoil_P02_09	open	bottleoil
open_bottleoil_P05_08	open	bottleoil
open_bottleoil_P24_02	open	bottleoil
open_bottleoil_P24_05	open	bottleoil
open_bottleoil_P24_08	open	bottleoil
open_bottlesauce_P15_10	open	bottlesauce
open_bottlesauce_P24_05	open	bottlesauce
open_bottlesauce_P24_08	open	bottlesauce
open_bottlewater_P22_14	open	bottlewater
open_bottlewater_P30_05	open	bottlewater
open_bottlewater_P31_05	open	bottlewater
open_bowl_P17_01	open	bowl
open_bowl_P20_01	open	bowl
open_bowlsugar_P22_14	open	bowlsugar
open_bowlsugar_P22_16	open	bowlsugar
open_bowlyoghurt_P08_23	open	bowlyoghurt
open_box_P01_09	open	box
open_box_P02_06	open	box
open_box_P04_01	open	box
open_box_P04_06	open	box
open_box_P04_23	open	box
open_box_P10_01	open	box
open_box_P14_01	open	box
open_box_P17_01	open	box
open_box_P20_01	open	box
open_box_P22_07	open	box
open_box_P22_09	open	box
open_box_P24_05	open	box
open_box_P30_04	open	box
open_box_P30_05	open	box
open_boxcereal_P01_07	open	boxcereal
open_boxcereal_P20_03	open	boxcereal
open_boxcereal_P29_04	open	boxcereal
open_boxegg_P04_01	open	boxegg
open_boxfruit_P01_05	open	boxfruit
open_boxlunch_P03_09	open	boxlunch
open_boxlunch_P03_19	open	boxlunch
open_boxlunch_P04_03	open	boxlunch
open_boxmilk_P16_02	open	boxmilk
open_boxmushroom_P01_09	open	boxmushroom
open_boxsalt_P24_07	open	boxsalt
open_boxsalt_P24_08	open	boxsalt
open_boxsausage_P01_05	open	boxsausage
open_boxtea_P29_04	open	boxtea
open_boxtomato_P01_17	open	boxtomato
open_bread_P22_05	open	bread
open_bread_P22_12	open	bread
open_bread_P22_16	open	bread
open_bread_P26_02	open	bread
open_bread_P28_14	open	bread
open_bread_P30_01	open	bread
open_bread_P30_03	open	bread
open_breadwhite_P24_04	open	breadwhite
open_butter_P03_09	open	butter
open_butter_P03_11	open	butter
open_cabinet_P10_02	open	cabinet
open_cabinet_P10_04	open	cabinet
open_cabinet_P13_04	open	cabinet
open_cabinet_P22_05	open	cabinet
open_cabinet_P22_06	open	cabinet
open_cabinet_P22_07	open	cabinet
open_cabinet_P22_08	open	cabinet
open_cabinet_P22_09	open	cabinet
open_cabinet_P22_10	open	cabinet
open_cabinet_P22_11	open	cabinet
open_cabinet_P22_12	open	cabinet
open_cabinet_P22_13	open	cabinet
open_cabinet_P22_14	open	cabinet
open_cabinet_P22_15	open	cabinet
open_cabinet_P22_16	open	cabinet
open_cabinet_P22_17	open	cabinet
open_cabinet_P24_02	open	cabinet
open_cabinet_P26_01	open	cabinet
open_cabinet_P26_08	open	cabinet
open_cabinet_P26_13	open	cabinet
open_can_P01_09	open	can
open_can_P02_06	open	can
open_can_P03_04	open	can
open_can_P04_01	open	can
open_can_P15_09	open	can
open_can_P15_13	open	can
open_can_P22_14	open	can
open_can_P22_16	open	can
open_carafe_P22_05	open	carafe
open_carafe_P22_06	open	carafe
open_carafe_P22_11	open	carafe
open_carrot_P30_02	open	carrot
open_case_P17_04	open	case
open_cereal_P06_01	open	cereal
open_cheese_P06_07	open	cheese
open_cheese_P21_03	open	cheese
open_cheese_P31_01	open	cheese
open_chicken_P03_04	open	chicken
open_chicken_P06_09	open	chicken
open_chilli_P06_09	open	chilli
open_chilli_P30_05	open	chilli
open_cleaner_P06_07	open	cleaner
open_closet_P22_07	open	closet
open_coconut_P30_05	open	coconut
open_coffee_P22_05	open	coffee
open_coffee_P22_08	open	coffee
open_coffee_P22_11	open	coffee
open_coffee_P22_14	open	coffee
open_container_P01_01	open	container
open_container_P01_09	open	container
open_container_P01_17	open	container
open_container_P01_18	open	container
open_container_P03_14	open	container
open_container_P04_01	open	container
open_container_P04_02	open	container
open_container_P04_23	open	container
open_container_P07_07	open	container
open_container_P22_05	open	container
open_container_P22_07	open	container
open_containerfood_P28_01	open	containerfood
open_containerfood_P28_02	open	containerfood
open_containerfood_P28_14	open	containerfood
open_containerrice_P30_05	open	containerrice
open_containersauce_P21_01	open	containersauce
open_containertofu_P01_01	open	containertofu
open_cooker_P08_01	open	cooker
open_cooker_P19_01	open	cooker
open_cooker_P19_02	open	cooker
open_cooker_P19_04	open	cooker
open_cooker_P25_09	open	cooker
open_cookie_P05_04	open	cookie
open_cookie_P05_05	open	cookie
open_cookie_P05_06	open	cookie
open_counter_P25_01	open	counter
open_counter_P25_09	open	counter
open_counter_P26_10	open	counter
open_cover_P10_04	open	cover
open_cover_P19_04	open	cover
open_cover_P26_16	open	cover
open_coverplastic_P02_03	open	coverplastic
open_cubegravy_P06_09	open	cubegravy
open_cubestock_P03_04	open	cubestock
open_cubestock_P04_10	open	cubestock
open_cubestock_P29_01	open	cubestock
open_cucumber_P04_02	open	cucumber
open_cupboard_P01_01	open	cupboard
open_cupboard_P01_03	open	cupboard
open_cupboard_P01_04	open	cupboard
open_cupboard_P01_05	open	cupboard
open_cupboard_P01_07	open	cupboard
open_cupboard_P01_08	open	cupboard
open_cupboard_P01_09	open	cupboard
open_cupboard_P01_16	open	cupboard
open_cupboard_P01_17	open	cupboard
open_cupboard_P01_18	open	cupboard
open_cupboard_P02_01	open	cupboard
open_cupboard_P02_03	open	cupboard
open_cupboard_P02_04	open	cupboard
open_cupboard_P02_06	open	cupboard
open_cupboard_P02_07	open	cupboard
open_cupboard_P02_08	open	cupboard
open_cupboard_P02_09	open	cupboard
open_cupboard_P03_02	open	cupboard
open_cupboard_P03_04	open	cupboard
open_cupboard_P03_05	open	cupboard
open_cupboard_P03_06	open	cupboard
open_cupboard_P03_07	open	cupboard
open_cupboard_P03_09	open	cupboard
open_cupboard_P03_10	open	cupboard
open_cupboard_P03_14	open	cupboard
open_cupboard_P03_17	open	cupboard
open_cupboard_P03_19	open	cupboard
open_cupboard_P04_01	open	cupboard
open_cupboard_P04_02	open	cupboard
open_cupboard_P04_03	open	cupboard
open_cupboard_P04_04	open	cupboard
open_cupboard_P04_06	open	cupboard
open_cupboard_P04_07	open	cupboard
open_cupboard_P04_09	open	cupboard
open_cupboard_P04_10	open	cupboard
open_cupboard_P04_16	open	cupboard
open_cupboard_P04_18	open	cupboard
open_cupboard_P04_20	open	cupboard
open_cupboard_P04_21	open	cupboard
open_cupboard_P04_22	open	cupboard
open_cupboard_P04_23	open	cupboard
open_cupboard_P05_02	open	cupboard
open_cupboard_P05_03	open	cupboard
open_cupboard_P05_04	open	cupboard
open_cupboard_P05_05	open	cupboard
open_cupboard_P05_06	open	cupboard
open_cupboard_P05_08	open	cupboard
open_cupboard_P06_03	open	cupboard
open_cupboard_P06_07	open	cupboard
open_cupboard_P06_08	open	cupboard
open_cupboard_P06_09	open	cupboard
open_cupboard_P08_01	open	cupboard
open_cupboard_P08_02	open	cupboard
open_cupboard_P08_04	open	cupboard
open_cupboard_P08_05	open	cupboard
open_cupboard_P08_08	open	cupboard
open_cupboard_P08_11	open	cupboard
open_cupboard_P08_18	open	cupboard
open_cupboard_P08_20	open	cupboard
open_cupboard_P08_21	open	cupboard
open_cupboard_P08_23	open	cupboard
open_cupboard_P08_24	open	cupboard
open_cupboard_P08_26	open	cupboard
open_cupboard_P08_27	open	cupboard
open_cupboard_P10_02	open	cupboard
open_cupboard_P13_04	open	cupboard
open_cupboard_P13_08	open	cupboard
open_cupboard_P13_09	open	cupboard
open_cupboard_P15_01	open	cupboard
open_cupboard_P19_01	open	cupboard
open_cupboard_P19_03	open	cupboard
open_cupboard_P20_01	open	cupboard
open_cupboard_P20_03	open	cupboard
open_cupboard_P20_04	open	cupboard
open_cupboard_P22_05	open	cupboard
open_cupboard_P22_06	open	cupboard
open_cupboard_P22_07	open	cupboard
open_cupboard_P22_08	open	cupboard
open_cupboard_P22_09	open	cupboard
open_cupboard_P22_10	open	cupboard
open_cupboard_P22_12	open	cupboard
open_cupboard_P22_14	open	cupboard
open_cupboard_P22_16	open	cupboard
open_cupboard_P22_17	open	cupboard
open_cupboard_P24_02	open	cupboard
open_cupboard_P24_08	open	cupboard
open_cupboard_P25_04	open	cupboard
open_cupboard_P25_05	open	cupboard
open_cupboard_P26_02	open	cupboard
open_cupboard_P26_19	open	cupboard
open_cupboard_P26_21	open	cupboard
open_cupboard_P27_06	open	cupboard
open_cupboard_P28_01	open	cupboard
open_cupboard_P28_02	open	cupboard
open_cupboard_P28_03	open	cupboard
open_cupboard_P28_05	open	cupboard
open_cupboard_P28_06	open	cupboard
open_cupboard_P28_09	open	cupboard
open_cupboard_P28_10	open	cupboard
open_cupboard_P28_11	open	cupboard
open_cupboard_P28_14	open	cupboard
open_cupboard_P29_01	open	cupboard
open_cupboard_P29_03	open	cupboard
open_cupboard_P29_04	open	cupboard
open_cupboard_P30_02	open	cupboard
open_cupboard_P30_03	open	cupboard
open_cupboard_P30_04	open	cupboard
open_cupboard_P30_05	open	cupboard
open_cupboard_P30_06	open	cupboard
open_cupboard_P30_10	open	cupboard
open_cupboard_P30_11	open	cupboard
open_cupboard_P31_13	open	cupboard
open_dish_P24_01	open	dish
open_dishwasher_P04_01	open	dishwasher
open_dishwasher_P04_02	open	dishwasher
open_dishwasher_P04_03	open	dishwasher
open_dishwasher_P04_04	open	dishwasher
open_dishwasher_P04_08	open	dishwasher
open_dishwasher_P04_18	open	dishwasher
open_dishwasher_P04_23	open	dishwasher
open_dishwasher_P06_02	open	dishwasher
open_dishwasher_P06_07	open	dishwasher
open_dishwasher_P08_01	open	dishwasher
open_dishwasher_P08_02	open	dishwasher
open_dishwasher_P08_04	open	dishwasher
open_dishwasher_P08_05	open	dishwasher
open_dishwasher_P08_06	open	dishwasher
open_dishwasher_P08_08	open	dishwasher
open_dishwasher_P08_18	open	dishwasher
open_dishwasher_P08_21	open	dishwasher
open_dishwasher_P08_23	open	dishwasher
open_dishwasher_P08_25	open	dishwasher
open_dishwasher_P08_27	open	dishwasher
open_dishwasher_P08_28	open	dishwasher
open_dishwasher_P15_03	open	dishwasher
open_dishwasher_P15_08	open	dishwasher
open_dishwasher_P15_13	open	dishwasher
open_dishwasher_P20_01	open	dishwasher
open_dishwasher_P20_02	open	dishwasher
open_dishwasher_P20_03	open	dishwasher
open_dishwasher_P20_04	open	dishwasher
open_door_P01_01	open	door
open_door_P01_03	open	door
open_door_P07_04	open	door
open_door_P07_10	open	door
open_door_P07_11	open	door
open_door_P08_13	open	door
open_door_P22_16	open	door
open_door_P23_03	open	door
open_door_P23_04	open	door
open_door_P24_01	open	door
open_door_P24_02	open	door
open_door_P24_03	open	door
open_door_P24_04	open	door
open_door_P24_05	open	door
open_door_P24_06	open	door
open_door_P24_07	open	door
open_door_P24_08	open	door
open_door_P25_02	open	door
open_door_P25_04	open	door
open_door_P25_05	open	door
open_door_P25_09	open	door
open_door_P25_10	open	door
open_door_P25_11	open	door
open_door_P25_12	open	door
open_door_P26_01	open	door
open_door_P26_02	open	door
open_door_P26_03	open	door
open_door_P26_04	open	door
open_door_P26_05	open	door
open_door_P26_06	open	door
open_door_P26_10	open	door
open_door_P26_11	open	door
open_door_P26_12	open	door
open_door_P26_13	open	door
open_door_P26_18	open	door
open_door_P26_20	open	door
open_door_P26_21	open	door
open_door_P26_22	open	door
open_door_P26_26	open	door
open_door_P26_29	open	door
open_door_P27_01	open	door
open_door_P27_06	open	door
open_door_P30_03	open	door
open_door_P31_01	open	door
open_door_P31_02	open	door
open_door_P31_03	open	door
open_door_P31_05	open	door
open_door_P31_06	open	door
open_door_P31_08	open	door
open_door_P31_09	open	door
open_door_P31_13	open	door
open_doorcabinet_P26_15	open	doorcabinet
open_doorfridge_P08_21	open	doorfridge
open_draw_P30_05	open	draw
open_drawer_P01_01	open	drawer
open_drawer_P01_02	open	drawer
open_drawer_P01_03	open	drawer
open_drawer_P01_05	open	drawer
open_drawer_P01_07	open	drawer
open_drawer_P01_09	open	drawer
open_drawer_P01_16	open	drawer
open_drawer_P01_17	open	drawer
open_drawer_P01_18	open	drawer
open_drawer_P02_01	open	drawer
open_drawer_P02_03	open	drawer
open_drawer_P02_04	open	drawer
open_drawer_P02_06	open	drawer
open_drawer_P02_07	open	drawer
open_drawer_P02_08	open	drawer
open_drawer_P02_09	open	drawer
open_drawer_P03_04	open	drawer
open_drawer_P03_06	open	drawer
open_drawer_P03_19	open	drawer
open_drawer_P03_27	open	drawer
open_drawer_P04_01	open	drawer
open_drawer_P04_02	open	drawer
open_drawer_P04_03	open	drawer
open_drawer_P04_04	open	drawer
open_drawer_P04_06	open	drawer
open_drawer_P04_07	open	drawer
open_drawer_P04_08	open	drawer
open_drawer_P04_10	open	drawer
open_drawer_P04_12	open	drawer
open_drawer_P04_13	open	drawer
open_drawer_P04_16	open	drawer
open_drawer_P04_20	open	drawer
open_drawer_P04_22	open	drawer
open_drawer_P06_03	open	drawer
open_drawer_P06_07	open	drawer
open_drawer_P06_09	open	drawer
open_drawer_P07_01	open	drawer
open_drawer_P07_04	open	drawer
open_drawer_P07_07	open	drawer
open_drawer_P07_10	open	drawer
open_drawer_P08_01	open	drawer
open_drawer_P08_03	open	drawer
open_drawer_P08_04	open	drawer
open_drawer_P08_05	open	drawer
open_drawer_P08_06	open	drawer
open_drawer_P08_08	open	drawer
open_drawer_P08_18	open	drawer
open_drawer_P08_19	open	drawer
open_drawer_P08_20	open	drawer
open_drawer_P08_21	open	drawer
open_drawer_P08_23	open	drawer
open_drawer_P08_24	open	drawer
open_drawer_P08_26	open	drawer
open_drawer_P08_27	open	drawer
open_drawer_P12_06	open	drawer
open_drawer_P13_04	open	drawer
open_drawer_P13_06	open	drawer
open_drawer_P13_07	open	drawer
open_drawer_P13_08	open	drawer
open_drawer_P13_09	open	drawer
open_drawer_P14_04	open	drawer
open_drawer_P14_09	open	drawer
open_drawer_P15_02	open	drawer
open_drawer_P15_03	open	drawer
open_drawer_P15_08	open	drawer
open_drawer_P15_09	open	drawer
open_drawer_P15_13	open	drawer
open_drawer_P19_04	open	drawer
open_drawer_P20_01	open	drawer
open_drawer_P20_02	open	drawer
open_drawer_P20_04	open	drawer
open_drawer_P22_05	open	drawer
open_drawer_P22_06	open	drawer
open_drawer_P22_07	open	drawer
open_drawer_P22_08	open	drawer
open_drawer_P22_09	open	drawer
open_drawer_P22_10	open	drawer
open_drawer_P22_11	open	drawer
open_drawer_P22_12	open	drawer
open_drawer_P22_13	open	drawer
open_drawer_P22_14	open	drawer
open_drawer_P22_15	open	drawer
open_drawer_P22_16	open	drawer
open_drawer_P22_17	open	drawer
open_drawer_P24_01	open	drawer
open_drawer_P24_07	open	drawer
open_drawer_P25_05	open	drawer
open_drawer_P25_09	open	drawer
open_drawer_P25_11	open	drawer
open_drawer_P25_12	open	drawer
open_drawer_P26_04	open	drawer
open_drawer_P26_13	open	drawer
open_drawer_P26_21	open	drawer
open_drawer_P27_03	open	drawer
open_drawer_P27_04	open	drawer
open_drawer_P27_06	open	drawer
open_drawer_P27_07	open	drawer
open_drawer_P28_01	open	drawer
open_drawer_P28_02	open	drawer
open_drawer_P28_03	open	drawer
open_drawer_P28_04	open	drawer
open_drawer_P28_05	open	drawer
open_drawer_P28_06	open	drawer
open_drawer_P28_09	open	drawer
open_drawer_P28_11	open	drawer
open_drawer_P29_01	open	drawer
open_drawer_P29_02	open	drawer
open_drawer_P29_03	open	drawer
open_drawer_P30_01	open	drawer
open_drawer_P30_02	open	drawer
open_drawer_P30_03	open	drawer
open_drawer_P30_05	open	drawer
open_drawer_P30_06	open	drawer
open_drawer_P30_10	open	drawer
open_drawer_P30_11	open	drawer
open_drawer_P31_05	open	drawer
open_drawer_P31_08	open	drawer
open_drawer_P31_09	open	drawer
open_drawer_P31_13	open	drawer
open_drawerdishwasher_P20_01	open	drawerdishwasher
open_drawerdishwasher_P20_02	open	drawerdishwasher
open_drawerdishwasher_P20_03	open	drawerdishwasher
open_drawerdishwasher_P20_04	open	drawerdishwasher
open_drawerfreezer_P20_01	open	drawerfreezer
open_dressingsalad_P20_01	open	dressingsalad
open_dressingsalad_P20_04	open	dressingsalad
open_egg_P07_04	open	egg
open_egg_P15_02	open	egg
open_egg_P19_01	open	egg
open_egg_P28_13	open	egg
open_filter_P30_06	open	filter
open_fire_P19_01	open	fire
open_flap_P31_01	open	flap
open_flour_P02_09	open	flour
open_food_P04_04	open	food
open_freezer_P02_06	open	freezer
open_freezer_P03_04	open	freezer
open_freezer_P04_03	open	freezer
open_freezer_P04_06	open	freezer
open_freezer_P04_18	open	freezer
open_freezer_P08_05	open	freezer
open_freezer_P08_21	open	freezer
open_freezer_P13_06	open	freezer
open_freezer_P14_01	open	freezer
open_freezer_P20_04	open	freezer
open_freezer_P22_17	open	freezer
open_freezer_P24_08	open	freezer
open_freezer_P30_05	open	freezer
open_fridge_P01_01	open	fridge
open_fridge_P01_02	open	fridge
open_fridge_P01_03	open	fridge
open_fridge_P01_05	open	fridge
open_fridge_P01_07	open	fridge
open_fridge_P01_09	open	fridge
open_fridge_P01_16	open	fridge
open_fridge_P01_17	open	fridge
open_fridge_P01_18	open	fridge
open_fridge_P01_19	open	fridge
open_fridge_P02_01	open	fridge
open_fridge_P02_03	open	fridge
open_fridge_P02_04	open	fridge
open_fridge_P02_06	open	fridge
open_fridge_P02_07	open	fridge
open_fridge_P02_09	open	fridge
open_fridge_P03_02	open	fridge
open_fridge_P03_04	open	fridge
open_fridge_P03_07	open	fridge
open_fridge_P03_08	open	fridge
open_fridge_P03_09	open	fridge
open_fridge_P03_10	open	fridge
open_fridge_P03_11	open	fridge
open_fridge_P03_13	open	fridge
open_fridge_P03_14	open	fridge
open_fridge_P03_18	open	fridge
open_fridge_P03_19	open	fridge
open_fridge_P03_20	open	fridge
open_fridge_P03_28	open	fridge
open_fridge_P04_01	open	fridge
open_fridge_P04_02	open	fridge
open_fridge_P04_03	open	fridge
open_fridge_P04_04	open	fridge
open_fridge_P04_06	open	fridge
open_fridge_P04_07	open	fridge
open_fridge_P04_08	open	fridge
open_fridge_P04_11	open	fridge
open_fridge_P04_23	open	fridge
open_fridge_P06_01	open	fridge
open_fridge_P06_07	open	fridge
open_fridge_P06_09	open	fridge
open_fridge_P07_03	open	fridge
open_fridge_P07_04	open	fridge
open_fridge_P07_07	open	fridge
open_fridge_P07_08	open	fridge
open_fridge_P07_09	open	fridge
open_fridge_P07_10	open	fridge
open_fridge_P08_01	open	fridge
open_fridge_P08_03	open	fridge
open_fridge_P08_05	open	fridge
open_fridge_P08_06	open	fridge
open_fridge_P08_08	open	fridge
open_fridge_P08_21	open	fridge
open_fridge_P08_23	open	fridge
open_fridge_P08_26	open	fridge
open_fridge_P12_06	open	fridge
open_fridge_P13_04	open	fridge
open_fridge_P13_05	open	fridge
open_fridge_P13_08	open	fridge
open_fridge_P13_09	open	fridge
open_fridge_P13_10	open	fridge
open_fridge_P14_05	open	fridge
open_fridge_P15_02	open	fridge
open_fridge_P15_07	open	fridge
open_fridge_P15_08	open	fridge
open_fridge_P15_10	open	fridge
open_fridge_P15_13	open	fridge
open_fridge_P17_03	open	fridge
open_fridge_P17_04	open	fridge
open_fridge_P19_01	open	fridge
open_fridge_P19_04	open	fridge
open_fridge_P20_01	open	fridge
open_fridge_P20_03	open	fridge
open_fridge_P20_04	open	fridge
open_fridge_P21_01	open	fridge
open_fridge_P21_03	open	fridge
open_fridge_P21_04	open	fridge
open_fridge_P22_05	open	fridge
open_fridge_P22_10	open	fridge
open_fridge_P22_12	open	fridge
open_fridge_P22_14	open	fridge
open_fridge_P22_15	open	fridge
open_fridge_P22_16	open	fridge
open_fridge_P22_17	open	fridge
open_fridge_P23_03	open	fridge
open_fridge_P23_04	open	fridge
open_fridge_P24_01	open	fridge
open_fridge_P24_02	open	fridge
open_fridge_P24_05	open	fridge
open_fridge_P24_07	open	fridge
open_fridge_P24_08	open	fridge
open_fridge_P26_02	open	fridge
open_fridge_P26_03	open	fridge
open_fridge_P26_04	open	fridge
open_fridge_P26_10	open	fridge
open_fridge_P26_19	open	fridge
open_fridge_P26_21	open	fridge
open_fridge_P26_26	open	fridge
open_fridge_P27_04	open	fridge
open_fridge_P28_01	open	fridge
open_fridge_P28_03	open	fridge
open_fridge_P28_06	open	fridge
open_fridge_P28_09	open	fridge
open_fridge_P28_10	open	fridge
open_fridge_P28_13	open	fridge
open_fridge_P28_14	open	fridge
open_fridge_P29_01	open	fridge
open_fridge_P29_02	open	fridge
open_fridge_P29_04	open	fridge
open_fridge_P30_02	open	fridge
open_fridge_P30_03	open	fridge
